node,degree,clustering,eigenvector,betweenness,closeness,is_bot
1126,198,0.46500538378710965,0.00011678128538959602,0.0008137140600408993,0.33813431585998993,0
1127,21,0.44285714285714284,2.1320874503396033e-06,0.0,0.3154441059292243,0
1128,98,0.5615400799495056,4.55862217266502e-05,0.00011358687871166226,0.3191842542091534,0
1129,60,0.6672316384180791,3.1997973425819457e-06,8.409154592999869e-06,0.3168301294625343,0
1130,66,0.6051282051282051,3.0316050763652965e-05,9.734387358122678e-06,0.3165569143932267,0
1131,32,0.4959677419354839,2.38019691972038e-06,1.9357784749374825e-05,0.3157154026583268,0
1132,142,0.557187094196384,6.607531923442547e-05,5.9962084343039544e-05,0.31845425867507887,0
1133,6,0.6666666666666666,3.126771894744033e-06,0.0,0.3150749063670412,0
1134,11,0.6363636363636364,1.9463148186794234e-06,0.0,0.3151978768246039,0
1135,68,0.5930640913081651,3.328979625000087e-05,7.800760125645893e-06,0.31660655480633526,0
1136,33,0.5492424242424242,6.289643126417371e-06,0.000538666721051941,0.3563045971940351,0
1137,29,0.8349753694581281,2.2173629766050777e-06,0.0,0.31564136637223483,0
1138,14,0.5274725274725275,1.9684600369716143e-06,0.0,0.31527170518425984,0
1139,24,0.6268115942028986,2.2619557469988893e-06,0.0,0.31551804969526487,0
1140,9,0.6944444444444444,3.093207781757669e-06,4.6847276277165e-07,0.3162346307463388,0
1141,18,0.6928104575163399,2.092429473613344e-06,0.0,0.31537019681349576,0
1142,33,0.615530303030303,2.9398203294270615e-06,5.416440763830627e-06,0.317827626918536,0
1143,14,0.4065934065934066,3.063741922149749e-06,1.1904904158234583e-06,0.31583887368009383,0
1144,21,0.7047619047619048,2.3979083104172427e-06,0.0,0.3154441059292243,0
1145,1,0.0,1.774621069210282e-06,0.0,0.31495203182279075,0
1146,147,0.515422607399124,6.725453753858843e-05,6.704511029385217e-05,0.31878108470829714,0
1147,5,0.5,1.954514486101411e-06,2.6841754222508984e-06,0.3150503237887181,0
1148,65,0.5735576923076923,3.424531228858704e-06,2.834046165261468e-05,0.3186804514245127,0
1149,102,0.5901766647252961,5.184100952592898e-05,5.5762250163593175e-06,0.31745283018867926,0
1150,14,0.6263736263736264,3.6339031388322054e-06,1.6074247177045028e-06,0.31551804969526487,0
1151,6,0.3333333333333333,2.972899883988564e-06,0.0,0.3151486771247951,0
1152,17,0.6544117647058824,2.8892116177808025e-06,1.4453252273658681e-06,0.3153455681374463,0
1153,139,0.5581274111145866,6.339212575678749e-05,2.0895204264219277e-05,0.318378932429236,0
1154,9,0.5,1.9119297463947923e-06,0.0,0.3151486771247951,0
1155,45,0.44747474747474747,5.724255151468868e-06,1.4224969937246293e-05,0.31923472211241993,0
1156,99,0.5380333951762524,4.5625869006459766e-05,1.0096268279256526e-05,0.3173779768922424,0
1157,5,0.8,2.1427316657650434e-06,0.0,0.3150503237887181,0
1158,66,0.5412587412587413,3.4522557657072817e-06,3.400624342686773e-06,0.3182785528493734,0
1159,61,0.3819672131147541,3.9546865956371375e-06,2.6304060695998047e-05,0.31643288143562415,1
1160,88,0.5613897596656218,3.7545969689258164e-05,7.69780261008925e-06,0.3182033096926714,0
1161,19,0.4327485380116959,5.0139716229792035e-06,2.681926837285188e-06,0.31564136637223483,0
1162,8,0.6785714285714286,2.2901033333159573e-06,0.0,0.3151240830341814,0
1163,100,0.656969696969697,4.7678078538491215e-05,5.510635976842378e-06,0.3174029240685427,0
1164,27,0.7749287749287749,1.4173098213317395e-05,0.0,0.31559202813599063,0
1165,26,0.24615384615384617,3.23480985982432e-05,0.003957046746484048,0.3564933345104617,0
1166,57,0.5131578947368421,3.2469362254715824e-06,6.110820172808892e-05,0.31805293005671076,0
1167,28,0.6031746031746031,2.4028026130520516e-06,0.0,0.315616695325934,0
1168,6,0.5333333333333333,1.8580112620441832e-06,0.0,0.3150749063670412,0
1169,19,0.6198830409356725,2.1417513915982042e-06,6.852692379102641e-06,0.3160366283165062,0
1170,36,0.32857142857142857,2.6237892006853356e-06,1.7297870415954215e-05,0.3158141717503519,0
1171,24,0.18478260869565216,4.341129768009963e-05,0.0032385528671511244,0.3624450228884301,0
1172,113,0.6098293299620733,5.579099668341453e-05,2.593929761553516e-06,0.3177275946179873,0
1173,115,0.44912280701754387,8.957206751498499e-05,0.0013583712073953391,0.33892899110290414,0
1174,18,0.7189542483660131,2.1029545843757057e-06,0.0,0.31537019681349576,0
1175,132,0.4511913023363405,5.847916224879353e-05,8.346333358166543e-05,0.3186804514245127,0
1176,2,1.0,1.8028245188304107e-06,0.0,0.3149765990639626,0
1177,15,0.4380952380952381,2.0096807352026316e-06,0.0,0.31529632232372923,0
1178,13,0.46153846153846156,2.4994139345408298e-06,0.0004730050919211575,0.3352428393524284,0
1179,45,0.602020202020202,7.564937095002641e-06,7.532571779063418e-05,0.33680874134623406,0
1180,45,0.6676767676767676,2.2815538967173023e-05,0.0,0.3160366283165062,0
1181,89,0.693564862104188,4.482245693290444e-05,2.9982950950128332e-06,0.3171287206471374,0
1182,66,0.6461538461538462,6.041584317515162e-05,0.00033939309428056356,0.33504812479256557,0
1183,34,0.48128342245989303,3.1488483956229493e-06,4.540733282475672e-06,0.3162346307463388,0
1184,158,0.5323712005160042,7.272420626494266e-05,1.0346636176778068e-05,0.3188566013897663,0
1185,156,0.5531017369727047,7.478913269970613e-05,2.429224937385821e-05,0.31880625296068216,0
1186,17,0.9485294117647058,2.0299986725911632e-06,1.4574708175118002e-07,0.3153455681374463,0
1187,20,0.6,2.9149787914754945e-06,0.00017219624735023988,0.33510373443983404,0
1188,32,0.6471774193548387,2.5146814457394388e-06,0.0,0.3157154026583268,0
1189,38,0.4267425320056899,2.657329471637413e-06,3.68787320478198e-05,0.31690472453304036,0
1190,39,0.7611336032388664,2.7743625165183766e-06,0.0,0.31588828913400613,0
1191,110,0.5347789824854045,5.2172331423866034e-05,2.8111549986645597e-05,0.31817823654558347,0
1192,97,0.47100515463917525,4.727071822277399e-06,5.5699295667134584e-05,0.3192094861660079,0
1193,9,0.3055555555555556,1.952465605699305e-06,0.0013879491655588595,0.3358004158004158,0
1194,4,0.6666666666666666,1.8184489786452558e-06,0.0,0.31502574504602904,0
1195,49,0.66921768707483,2.4265784596957095e-05,4.68389036420265e-06,0.3161355985281453,0
1196,26,0.6061538461538462,3.9621012364035325e-05,0.00017517392163670365,0.3333333333333333,0
1197,15,0.4095238095238095,3.0230435124052383e-05,9.323063035511373e-05,0.33303092783505156,0
1198,83,0.725242433147223,4.323407986456423e-05,1.7001028160851294e-06,0.3169793547374205,0
1199,217,0.4479006656426011,9.502319493290466e-05,8.55542916823777e-05,0.3203490678302261,0
1200,4,0.6666666666666666,1.8829263526106893e-06,0.0,0.31502574504602904,0
1201,58,0.6460980036297641,2.727226712733869e-05,1.4636275247082582e-06,0.3163585083046067,0
1202,9,0.3055555555555556,2.4401847592974926e-06,7.4331011693101804e-06,0.3151486771247951,0
1203,8,0.7142857142857143,2.132549913388867e-06,0.0,0.3151240830341814,0
1204,107,0.43290424969141245,4.423135219573973e-06,6.116212105155297e-05,0.3194620253164557,0
1205,102,0.5589205979421471,4.493128682772783e-05,2.0371531316775252e-06,0.31745283018867926,0
1206,1,0.0,1.774621069210282e-06,0.0,0.31495203182279075,0
1207,72,0.6815336463223787,3.220877588937879e-05,5.362214724047633e-06,0.31670588235294117,0
1208,3,1.0,1.79971225796678e-06,0.0,0.31500117013807627,0
1209,76,0.6210526315789474,3.394763496334783e-05,9.923699545085477e-06,0.31732809430255404,0
1210,40,0.4576923076923077,6.9430537333581715e-06,3.891658880888002e-05,0.3351593625498008,0
1211,173,0.5084016668907111,8.051403281797975e-05,2.1162228321007796e-05,0.31923472211241993,0
1212,26,0.5046153846153846,2.5861876342180324e-06,0.0,0.3155673648015005,0
1213,20,0.6,2.1417179740818703e-06,0.0,0.31541946570848306,0
1214,114,0.4680950163018165,5.053819546413543e-05,1.4320898698659673e-05,0.31775259678942397,0
1215,43,0.5459579180509413,2.7945205176827025e-06,1.0908552612810265e-05,0.3164080865068171,0
1216,36,0.7666666666666667,2.3520082588996335e-06,1.5650403189338439e-06,0.3158141717503519,0
1217,47,0.3561517113783534,9.677738325440154e-06,0.00022784713217331856,0.335493519441675,1
1218,11,0.7636363636363637,1.9251113380466464e-06,0.0,0.3151978768246039,0
1219,54,0.6484975541579315,2.813524413396064e-05,1.024604488677035e-06,0.31625939849624063,0
1220,9,0.5277777777777778,4.749003560939759e-06,0.0,0.3151486771247951,0
1221,71,0.372635814889336,3.491920392162972e-06,3.980355027091785e-05,0.3166810446239511,1
1222,142,0.4683847767455799,6.393279202453908e-05,1.1827811801959546e-05,0.31845425867507887,0
1223,22,0.341991341991342,3.2933785572740056e-06,0.0,0.31720345640219955,0
1224,2,1.0,1.7872398509401108e-06,0.0,0.3149765990639626,0
1225,30,0.6229885057471264,2.4613568043166373e-06,0.0,0.3156660412757974,0
1226,35,0.42857142857142855,6.385492772709483e-06,0.00029087073114533355,0.3348814065350804,0
1227,84,0.5206540447504303,3.7705263245056456e-06,1.1266271763066546e-05,0.31700423928403204,0
1228,23,0.5375494071146245,2.235577593344703e-06,0.0,0.31549339792171266,0
1229,47,0.61054579093432,2.878653861210282e-06,7.960043513289367e-06,0.31650728954381563,0
1230,125,0.5563870967741935,6.0918932606534454e-05,1.8242644102695336e-05,0.31802788060171694,0
1231,74,0.537578674564976,3.566940811674718e-06,5.508758461360286e-06,0.3169793547374205,0
1232,29,0.8448275862068966,2.225915079119364e-06,9.318150147168209e-07,0.31564136637223483,0
1233,2,1.0,1.799607578523384e-06,0.0,0.3153948293368742,0
1234,15,0.6857142857142857,2.0685627184170736e-06,0.0,0.31529632232372923,0
1235,107,0.44507141597601835,4.9156221101845684e-06,4.371359139975476e-05,0.3182033096926714,0
1236,43,0.43410852713178294,2.640747674392223e-06,0.0,0.31598716644494873,0
1237,60,0.3751412429378531,1.1435901440871248e-05,0.00012721853571086492,0.3369211514392991,1
1238,152,0.4648832345765075,6.324743886469266e-05,8.809800996198014e-05,0.3198162521780453,0
1239,9,0.6944444444444444,4.90995769797839e-06,0.0,0.3151486771247951,0
1240,7,0.2857142857142857,1.860947006748842e-06,2.83165758830864e-06,0.3154441059292243,0
1241,20,0.5526315789473685,2.25807548992659e-06,0.0,0.31541946570848306,0
1242,93,0.6355773726040206,4.273408671029638e-05,1.0115477835060559e-05,0.31775259678942397,0
1243,112,0.5535714285714286,5.283374850800818e-05,1.783554174982533e-05,0.3177025963808025,0
1244,12,0.4393939393939394,2.002121877368265e-06,0.0,0.3152224824355972,0
1245,40,0.7551282051282051,3.614477994695289e-06,3.805450467692039e-06,0.3176276252654763,0
1246,35,0.2823529411764706,2.6087023810981154e-06,9.702591442292842e-06,0.3157894736842105,0
1247,24,0.4855072463768116,2.9146963710694193e-06,4.945417371376211e-06,0.31551804969526487,0
1248,8,0.6071428571428571,1.9572337423840438e-06,2.47770038977006e-06,0.3151240830341814,0
1249,15,0.8,2.060262890250863e-06,4.5545963047243756e-07,0.31529632232372923,0
1250,137,0.5355302705023616,6.135386337287988e-05,2.7603033137523897e-05,0.3188566013897663,0
1251,12,0.8181818181818182,2.019769286418889e-06,0.0,0.3152224824355972,0
1252,3,1.0,1.8033470803462273e-06,0.0,0.31500117013807627,0
1253,3,1.0,1.8036062939953777e-06,0.0,0.31500117013807627,0
1254,6,0.6,2.0329745159479826e-06,0.0,0.3150749063670412,0
1255,124,0.5507474429583006,6.006986741463749e-05,5.013540207919906e-05,0.31847937534505877,0
1256,135,0.5213930348258706,5.986478442291184e-05,4.2254888021249835e-05,0.3182785528493734,0
1257,55,0.6787878787878788,3.085208518557305e-06,7.540546096319528e-06,0.3162841701261064,0
1258,42,0.445993031358885,4.034354650289818e-06,1.5154292056399997e-05,0.315962441314554,0
1259,47,0.4727104532839963,2.7888298004932904e-06,6.986945206911636e-06,0.3165569143932267,0
1260,38,0.6088193456614509,2.610387304789611e-06,0.0,0.3158635794743429,0
1261,68,0.5517998244073749,3.4180102775187137e-06,6.66867257079466e-06,0.3183287347260544,0
1262,2,1.0,2.545567127864149e-06,0.0,0.3149765990639626,0
1263,6,0.4666666666666667,2.3390376228848312e-06,0.0,0.3150749063670412,0
1264,5,0.7,1.833513814374577e-06,0.0,0.3150503237887181,0
1265,31,0.5741935483870968,1.2773253856990558e-05,6.412530548152178e-06,0.3162098668754894,0
1266,13,0.7564102564102564,3.0034965870715338e-06,1.23885019488503e-06,0.31559202813599063,0
1267,120,0.623109243697479,6.102403417586448e-05,6.366263629221579e-06,0.31790269248937175,0
1268,11,0.23636363636363636,2.0425347335817774e-06,7.236536137580281e-07,0.3166810446239511,0
1269,126,0.558984126984127,6.091589037959505e-05,2.6023213614267178e-06,0.31805293005671076,0
1270,2,1.0,1.7911790600316148e-06,0.0,0.3149765990639626,0
1271,96,0.656578947368421,4.4174194396933895e-05,1.2195072708094573e-05,0.3173031588873173,0
1272,84,0.5516351118760757,4.015585991830045e-05,9.361019989966271e-05,0.3174777891343659,0
1273,64,0.4305555555555556,3.872413617094453e-06,9.311475871096165e-05,0.3182785528493734,1
1274,25,0.4866666666666667,3.2606190648079367e-06,0.00035260118727234696,0.33552139592854174,0
1275,57,0.43295739348370926,3.0468963046269523e-06,1.2019513593281862e-05,0.31680527224227206,0
1276,2,1.0,2.232492966702432e-06,0.0,0.3149765990639626,0
1277,124,0.3952268554943614,4.7482333782520095e-06,4.033341811439239e-05,0.31989226016002537,1
1278,36,0.6793650793650794,1.4875525588771616e-05,3.086784614793909e-06,0.3163337250293772,0
1279,44,0.7484143763213531,2.82372386611247e-06,0.0,0.3160118954452966,0
1280,76,0.5743859649122807,3.2922341102808265e-05,2.9117245288292576e-06,0.31680527224227206,0
1281,41,0.6743902439024391,2.847835342279342e-06,7.022738185913561e-06,0.31765261170547515,0
1282,68,0.5864793678665496,3.4508605622899925e-06,1.4416053484004774e-05,0.3183287347260544,0
1283,32,0.24798387096774194,7.241372248673047e-06,1.1229104959745326e-05,0.3163337250293772,0
1284,60,0.5751412429378531,3.281002038831496e-06,1.499049533812106e-05,0.3181281021035216,0
1285,55,0.7784511784511785,2.3853644977388894e-05,1.5815794404026058e-06,0.3162841701261064,0
1286,23,0.6126482213438735,2.3531594137161158e-06,0.0,0.31549339792171266,0
1287,66,0.7249417249417249,3.602640904273494e-05,3.240791069192441e-07,0.3165569143932267,0
1288,92,0.6619684663162924,4.2169817080855845e-05,7.481490120411967e-06,0.31720345640219955,0
1289,85,0.6647058823529411,8.754647081922006e-05,0.00040387366292512583,0.336359850062474,0
1290,87,0.5479818230419674,3.888708668789362e-05,1.2060112351522811e-05,0.31760264275601696,0
1291,113,0.6123577749683944,5.704455123643054e-05,6.239372961607666e-06,0.3177275946179873,0
1292,55,0.7111111111111111,3.113274042891495e-06,2.3037592002658587e-06,0.3162841701261064,0
1293,48,0.7012411347517731,2.6363826614599684e-05,1.6464145153787513e-06,0.31611085016439644,0
1294,22,0.5844155844155844,3.1316708805995916e-06,1.5064058631088387e-07,0.31725329981143935,0
1295,5,0.6,1.83194126683495e-06,0.0,0.3150503237887181,0
1296,25,0.5166666666666667,2.3979937778360215e-06,3.472777526120518e-06,0.3160118954452966,0
1297,6,0.8666666666666667,2.161185841712047e-06,0.0,0.3153948293368742,0
1298,71,0.6285714285714286,4.017962928292898e-06,0.0,0.3166810446239511,0
1299,31,0.6236559139784946,2.429235190152376e-06,0.0,0.3156907200375264,0
1300,31,0.6408602150537634,6.851974457746504e-06,1.870911463487045e-05,0.3363318340829585,0
1301,6,0.5333333333333333,2.191105585786098e-06,0.0,0.3150749063670412,0
1302,107,0.6600246870040557,5.503361159021567e-05,3.1030581402888236e-06,0.3175776641761699,0
1303,48,0.5948581560283688,3.0376177371094597e-06,3.382871638526441e-05,0.317827626918536,0
1304,38,0.40256045519203415,2.4839257496583116e-06,1.9525834337866503e-05,0.3158635794743429,0
1305,104,0.49869305451829726,4.808432607699319e-05,6.457424750347439e-05,0.31775259678942397,0
1306,26,0.5323076923076923,2.343599147541215e-06,0.0,0.3155673648015005,0
1307,31,0.567741935483871,2.6541820786414135e-06,0.0002252506777655311,0.3354099177672564,0
1308,20,0.5736842105263158,2.12114621715575e-06,0.0,0.31541946570848306,0
1309,43,0.6921373200442967,2.8800167657085643e-06,3.965447528821608e-07,0.3177025963808025,0
1310,27,0.7207977207977208,2.4026703283900687e-06,0.0,0.31559202813599063,0
1311,24,0.5507246376811594,2.3413047543146677e-06,2.8854567166342166e-05,0.3165569143932267,0
1312,80,0.5588607594936709,6.633562338994089e-05,0.00028611368738322543,0.33535420646125735,0
1313,34,0.6149732620320856,7.043632604371485e-06,2.216575454494702e-05,0.336528044003667,0
1314,26,0.7630769230769231,2.250436756333978e-06,0.0,0.3160366283165062,0
1315,44,0.7272727272727273,2.8299061047472617e-06,1.3943683785259973e-06,0.3160118954452966,0
1316,32,0.7983870967741935,2.5614670664430623e-06,0.0,0.3157154026583268,0
1317,21,0.29523809523809524,3.1886360030773054e-06,0.0008582356619499892,0.33616383616383616,0
1318,41,0.5804878048780487,3.7961937103811174e-06,1.8945235427584372e-06,0.3181531673495115,0
1319,27,0.9202279202279202,2.1914893488576725e-06,3.822737744216664e-07,0.31559202813599063,0
1320,64,0.47966269841269843,8.10265782847613e-06,0.00010613293099250173,0.3372025052192067,0
1321,25,0.47333333333333333,8.00518353149436e-06,0.0,0.31554270532155976,0
1322,90,0.5273408239700375,3.857473121591864e-06,1.6059957035414015e-05,0.3175776641761699,0
1323,77,0.6151742993848257,3.683615676669891e-05,2.932357637632733e-06,0.3168301294625343,0
1324,40,0.6833333333333333,2.8359570153055287e-06,3.560938411997484e-06,0.31777760289604157,0
1325,18,0.6601307189542484,2.555259273227072e-06,0.0,0.31537019681349576,0
1326,2,1.0,1.7911283089735107e-06,0.0,0.3149765990639626,0
1327,49,0.3333333333333333,4.482550900717592e-05,0.00011154093793595489,0.3342438539855972,1
1328,20,0.6368421052631579,2.149111270871158e-06,5.7195955445735614e-05,0.33510373443983404,0
1329,136,0.4950980392156863,6.077408425596003e-05,6.044761968677691e-05,0.3193104538984659,0
1330,122,0.5523641782956239,5.7071514286161525e-05,6.903788044537671e-06,0.3179527559055118,0
1331,146,0.5109116674539442,6.703876441629185e-05,1.9364106686309265e-05,0.3185547491322184,0
1332,42,0.5354239256678281,3.244996336201815e-06,2.9368558931209887e-06,0.31888178156834873,0
1333,33,0.8428030303030303,2.283135341388402e-06,5.658631029285319e-07,0.3157400891391039,0
1334,100,0.4448484848484848,6.85236679868997e-05,0.0007165617719318052,0.33644392601233125,0
1335,128,0.6114665354330708,6.37796514847998e-05,3.944000635746371e-06,0.31810304080668034,0
1336,55,0.7427609427609427,2.6313578420433533e-05,2.677485761851896e-06,0.3162841701261064,0
1337,36,0.24126984126984127,8.052882270046309e-06,5.417904852297198e-05,0.3158141717503519,0
1338,68,0.35645302897278314,7.135682546712058e-06,0.0005051746067270421,0.3352428393524284,1
1339,100,0.6129292929292929,4.733151002011752e-05,5.3287323009736874e-06,0.3174029240685427,0
1340,63,0.6943164362519201,2.8173259653024196e-05,1.7597041530984932e-06,0.3164824829532095,0
1341,123,0.5716380114620818,6.054465304599006e-05,1.911522230953569e-05,0.31797779352704936,0
1342,10,0.6222222222222222,2.307766580757662e-06,0.0,0.31517327505463627,0
1343,37,0.32882882882882886,4.317577089389907e-06,2.7205220551566015e-05,0.31845425867507887,0
1344,91,0.6244200244200244,4.063356686195721e-05,1.2347803539185711e-05,0.3177025963808025,0
1345,97,0.5042955326460481,4.026355828629224e-06,1.541547370995525e-05,0.31775259678942397,0
1346,5,1.0,2.553679602030182e-06,0.0,0.3150503237887181,0
1347,74,0.5435024065161052,3.5722304342602428e-06,0.0,0.31675556950109823,0
1348,37,0.5690690690690691,2.527014072643165e-06,2.8410019901808175e-05,0.31630894563684786,0
1349,42,0.5423925667828107,3.406892489383399e-06,1.230889982449945e-06,0.3185296205726907,0
1350,33,0.5776515151515151,2.972131717383011e-06,0.0,0.3157400891391039,0
1351,67,0.7476255088195387,3.672756792948646e-05,9.569229937938242e-07,0.31658173265386125,0
1352,234,0.41157697810058325,0.00012709816165772675,0.0010141111637542485,0.3391567277003192,1
1353,3,0.6666666666666666,1.8128145580764815e-06,0.0,0.31500117013807627,0
1354,5,0.6,1.8471590364096596e-06,0.0,0.3150503237887181,0
1355,37,0.6276276276276276,2.6104276280172874e-06,0.0,0.31583887368009383,0
1356,20,0.5526315789473685,2.1955409721706055e-06,0.0,0.31541946570848306,0
1357,31,0.3655913978494624,3.6375897976930634e-06,1.8677354656673969e-06,0.31893215385830503,0
1358,77,0.42515379357484623,9.087606512112778e-06,0.0005259525745747678,0.33776662484316183,1
1359,84,0.5476190476190477,3.506009524844183e-05,0.0,0.31700423928403204,0
1360,37,0.43243243243243246,2.8362533813576025e-06,0.0003800978218502644,0.3358004158004158,0
1361,137,0.452769428939459,0.00017046573886177947,0.0025885095606500057,0.3383042895442359,0
1362,3,1.0,1.814467828062193e-06,0.0,0.31500117013807627,0
1363,21,0.8714285714285714,2.0971533857441356e-06,0.0,0.3154441059292243,0
1364,12,0.7424242424242424,2.5612742349966968e-06,1.23885019488503e-06,0.3152224824355972,0
1365,42,0.6492450638792102,2.1617451916903465e-05,1.8423968234334525e-06,0.315962441314554,0
1366,66,0.35291375291375293,4.085947453680299e-06,3.0046023592343082e-05,0.3165569143932267,1
1367,166,0.5036874771814531,7.483570757117934e-05,3.704163280347671e-05,0.319588444796201,0
1368,10,0.8444444444444444,2.0780120110026685e-06,0.0,0.31517327505463627,0
1369,53,0.2895500725689405,4.603762761450439e-05,0.0003008483904875888,0.3354377803621864,1
1370,112,0.6283783783783784,5.1249124253071153e-05,7.116438213047856e-06,0.3177025963808025,0
1371,37,0.581081081081081,2.924169459396917e-06,2.693398694598097e-05,0.3164824829532095,0
1372,7,1.0,1.876787728765483e-06,0.0,0.3150994927818962,0
1373,73,0.4520547945205479,3.5902905855586727e-06,1.2250833187700807e-05,0.31845425867507887,0
1374,42,0.6178861788617886,7.353153206959651e-06,7.796747572626907e-05,0.33675256442331747,0
1375,74,0.6508700481303221,3.386421588838089e-05,1.9032889030993056e-06,0.31675556950109823,0
1376,182,0.48454860057070004,0.00011047423824161647,0.0008565379450079245,0.3382192813468465,0
1377,190,0.4536897800055695,8.336276147869251e-05,7.061635756327448e-05,0.3201966537150107,0
1378,32,0.8548387096774194,2.2682283831037644e-06,7.116101846797121e-07,0.3157154026583268,0
1379,51,0.7803921568627451,3.0323783640958026e-06,5.517656927780415e-06,0.3161851068827813,0
1380,85,0.6700280112044817,4.109967350241558e-05,2.514938270877885e-06,0.3170291277380859,0
1381,27,0.8319088319088319,2.4676877635458038e-06,0.0,0.31559202813599063,0
1382,41,0.8402439024390244,2.8279239548915085e-06,1.373852352862836e-06,0.31765261170547515,0
1383,4,1.0,2.096184691452049e-06,0.0,0.31502574504602904,0
1384,12,0.3939393939393939,2.6105089108381935e-06,8.22161725705995e-06,0.315962441314554,0
1385,15,0.38095238095238093,2.700281349193614e-06,2.3645539415803627e-06,0.3157647794807632,0
1386,1,0.0,1.774621069210282e-06,0.0,0.31495203182279075,0
1387,9,0.5,2.23189759045711e-06,9.73382295981095e-07,0.3156660412757974,0
1388,84,0.580895008605852,3.7548192603618533e-05,5.009152482488216e-06,0.31700423928403204,0
1389,46,0.7478260869565218,2.2643212998688636e-05,1.07948847428938e-06,0.3160613650594865,0
1390,193,0.47544257340241797,8.652135477337972e-05,4.4957662234954764e-05,0.3197402803072294,0
1391,175,0.4729720853858785,7.87673312109901e-05,6.477778644340876e-05,0.3192852059777022,0
1392,37,0.6876876876876877,2.765988083323416e-06,1.495412340863361e-06,0.31755268952500787,0
1393,53,0.5014513788098693,2.281871962271314e-05,7.453769873183318e-05,0.31675556950109823,0
1394,2,1.0,1.787498761402528e-06,0.0,0.3149765990639626,0
1395,2,1.0,2.042783308370079e-06,0.0,0.3149765990639626,0
1396,54,0.740041928721174,3.0971053816398e-06,2.5230014589398693e-06,0.31797779352704936,0
1397,16,0.625,2.8610151037885073e-06,1.6518002598467068e-07,0.3175776641761699,0
1398,44,0.587737843551797,2.024619417140438e-05,1.8896350866881693e-06,0.3160118954452966,0
1399,178,0.5084110962991176,8.25955641264536e-05,3.678492455323246e-05,0.3193609617209744,0
1400,22,0.6623376623376623,2.7151435477261463e-06,1.0217481956974856e-06,0.3178776666929072,0
1401,12,0.7878787878787878,7.111942050767887e-06,0.0,0.3152224824355972,0
1402,74,0.6253239540910773,3.607079478854801e-05,7.88402676009417e-06,0.31675556950109823,0
1403,9,1.0,1.8821231427161524e-06,0.0,0.3151486771247951,0
1404,50,0.6971428571428572,3.5074604749975175e-06,9.009877260766888e-06,0.3161603507673035,0
1405,50,0.28816326530612246,1.2611154134500378e-05,0.008384560105504004,0.3424936386768448,1
1406,31,0.7483870967741936,2.5529506334458857e-06,4.9690990656654725e-05,0.3174029240685427,0
1407,37,0.551051051051051,1.5192763377043056e-05,4.968559633535017e-06,0.3163585083046067,0
1408,34,0.3850267379679144,6.795472445884052e-06,0.00018831002905550411,0.3354099177672564,0
1409,106,0.465947888589398,4.5809622721203156e-05,7.3768816732112335e-06,0.31755268952500787,0
1410,21,0.6904761904761905,2.1758518777487437e-06,2.8255335375665657e-05,0.3351315461864055,0
1411,10,0.6666666666666666,5.027610825982925e-06,0.0,0.31537019681349576,0
1412,22,0.42424242424242425,2.292930810121327e-06,2.3105884103817326e-05,0.31588828913400613,0
1413,60,0.6135593220338983,3.2095080848468687e-06,2.7247785582726e-06,0.3164080865068171,0
1414,8,0.9642857142857143,1.962964298975618e-06,0.0,0.3151240830341814,0
1415,30,0.5632183908045977,2.341932746722473e-06,4.822587469322006e-06,0.3161355985281453,0
1416,111,0.604095004095004,5.174070872787925e-05,1.3799455117498644e-05,0.3182033096926714,0
1417,5,0.7,2.6815687078492555e-06,0.0,0.3150503237887181,0
1418,21,0.4523809523809524,3.101977123896816e-06,7.889161405888738e-06,0.3154441059292243,0
1419,24,0.23550724637681159,4.478696126118867e-06,0.0025453884758394906,0.3417400135409614,0
1420,148,0.4974259974259974,6.860809333313012e-05,0.005939573888025364,0.33870156014091596,0
1421,24,0.6014492753623188,2.682012003408075e-06,3.471229724245795e-05,0.33521500913166197,0
1422,14,0.4835164835164835,3.8493719793967045e-06,0.0,0.3163585083046067,0
1423,61,0.5841530054644809,3.826378345275081e-06,3.964896663905825e-06,0.31700423928403204,0
1424,19,0.6374269005847953,2.396180358462083e-06,0.0,0.3153948293368742,0
1425,34,0.3689839572192513,6.644352464188846e-06,5.613020395259125e-05,0.3359400998336107,0
1426,64,0.625,3.3286615727718706e-06,2.4283406229739362e-05,0.31650728954381563,0
1427,66,0.3361305361305361,5.3256462704037855e-06,8.271099285313334e-05,0.31953786499960435,1
1428,29,0.49261083743842365,2.3765757178156183e-06,1.9863186169308952e-05,0.31675556950109823,0
1429,38,0.4182076813655761,3.411510700013575e-06,5.442381223458546e-05,0.3177275946179873,0
1430,2,1.0,1.7972067214583582e-06,0.0,0.3149765990639626,0
1431,220,0.43341635533416356,9.482296617386275e-05,0.0002922314781347966,0.3204253293128075,0
1432,55,0.6202020202020202,3.0900560275087044e-06,2.5554950505936913e-06,0.3162841701261064,0
1433,23,0.6877470355731226,2.4628207173437984e-06,2.45910869853369e-06,0.31549339792171266,0
1434,15,0.5714285714285714,3.88175157030972e-06,1.1149651753965271e-06,0.31564136637223483,0
1435,56,0.32142857142857145,1.4939442826717512e-05,4.365447496461758e-05,0.3188566013897663,1
1436,30,0.3080459770114943,4.054794412411941e-06,5.479685420839504e-06,0.3164080865068171,0
